Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Game Sales Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs
Thu Mar 18 2021,0,0,43.17,591,83,0,1,8,8,1392,71,19168,444,1069,2.2,0,14.375,0,0.5775,0,0,0,0,1,1,0,0,6,6,0
Fri Mar 19 2021,0,0,42.19,943,97,0,1,17,14.96,1575,94,22278,527,1140,9.94,0,2.31,0.05,0.6195,0,0,0,0,4,4,0,0,1,1,0
Sat Mar 20 2021,0,0,33.57,577,84,0,2,20,2.02,1529,55,13967,416,1131,14.63,2.495,4.69,50,0.4445,0,0,0,1,6,6,0,0,2,2,0
Sun Mar 21 2021,0,0,42.8,1159,109,1,3,12,1.74,1731,66,20715,484,1246,7.015,0,2.255,0,0.525,0,0,0,0,3,3,0,0,1,1,0
Mon Mar 22 2021,0,0,53.31,1067,157,2,0,53,14.75,2583,238,28950,542,2027,2.38,2.495,12.18,1,1.1515,0,0,0,1,1,1,0,0,5,5,0
Tue Mar 23 2021,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.305,0,12.025,1,0.0105,0,0,0,0,1,1,0,0,5,5,0
Wed Mar 24 2021,0,0,61.56,1093,107,1,4,12,4.08,1604,95,23822,388,1156,23.595,2.495,0,0,0.46549999999999997,0,0,0,1,10,10,0,0,0,0,0
Thu Mar 25 2021,0,0,47.36,1006,107,12,2,20,4.7,1634,73,25290,533,1178,13.815,4.99,2.31,0,0.7105,0,0,0,2,6,6,0,0,1,1,0
Fri Mar 26 2021,0,0,63.3,1002,119,0,6,25,24.13,1836,180,28234,445,1354,4.81,4.99,12.18,1.32,0.9205,0,0,0,2,2,2,0,0,5,5,0
Sat Mar 27 2021,0,0,66.72,1356,217,23,8,176,12.65,2501,339,27423,412,1874,9.605,0,67.625,7,0.7454999999999999,0,0,0,0,4,4,0,0,28,28,0
Sun Mar 28 2021,0,0,47,735,115,40,6,40,2.76,2171,78,26555,562,1602,6.73,0,0,5,0.6335000000000001,0,0,0,0,2,1,1,0,0,0,0
Mon Mar 29 2021,0,0,54.89,1277,122,26,7,17,7.99,2026,89,29969,546,1380,2.375,0,24.43,1,0.735,0,0,0,0,1,1,0,0,10,10,0
Tue Mar 30 2021,0,0,0,3,3,9,0,7,0,2,0,0,0,2,4.97,2.495,0,0,0.021,0,0,0,1,2,2,0,0,0,0,0
Wed Mar 31 2021,0,0,50.8,927,111,13,3,31,14.19,1791,99,28704,563,1336,0,0,0,4,0.637,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 01 2021,0,0,62.09,1142,115,1,2,24,19.1,1632,168,28933,464,1188,16.495,7.485,14.155,4,0.3815,0,0,0,3,7,7,0,0,6,6,0
Fri Apr 02 2021,0,0,144.28,1356,162,11,1,57,49.96,2600,849,64928,450,2095,7.125,2.495,48.175,4.02,0.7034999999999999,0,0,0,1,3,3,0,0,20,20,0
Sat Apr 03 2021,0,0,55.41,1051,113,3,6,21,9.8,1834,121,25823,466,1348,7.025,2.495,0,4,0.518,0,0,0,1,3,3,0,0,0,0,0
Sun Apr 04 2021,0,0,58.95,643,104,0,1,14,15.43,1758,85,24875,422,1344,2.4,0,0,0,0.483,0,0,0,0,1,1,0,0,0,0,0
Mon Apr 05 2021,0,0,52.9,1091,102,35,3,16,9.59,1512,97,22852,433,1134,2.605,0,0,1.01,0.5529999999999999,0,0,0,0,1,1,0,0,0,0,0
Tue Apr 06 2021,0,0,0,1,1,5,0,3,0,1,0,0,0,1,5.03,0,0,0,0.0034999999999999996,0,0,0,0,2,2,0,0,0,0,0
Wed Apr 07 2021,0,0,46.49,617,71,1,1,12,7.34,1079,71,14550,312,824,16.735,2.495,2.29,1.21,0.294,0,0,0,1,7,7,0,0,1,1,0
Thu Apr 08 2021,0,0,51.65,1069,104,0,3,23,6.32,1480,153,24635,476,1105,7.01,0,0,0,0.3465,0,0,0,0,3,3,0,0,0,0,0
Fri Apr 09 2021,0,0,60.45,1085,123,2,3,25,22.24,2025,223,31675,523,1527,11.6,4.99,2.205,0,0.5285,0,0,0,2,5,5,0,0,1,1,0
Sat Apr 10 2021,0,0,69.23,1163,114,2,4,27,16.23,1799,128,30045,435,1323,2.285,2.495,15.915,5.2,0.3885,0,0,0,1,1,1,0,0,6,6,0
Sun Apr 11 2021,0,0,61.96,1628,133,1,4,27,6.47,2107,110,36496,590,1485,7.245,2.495,12.585,1.51,0.5425,0,0,0,1,3,3,0,0,6,6,0
Mon Apr 12 2021,0,0,66.37,1151,127,2,8,20,4.95,2051,100,35842,539,1409,6.655,4.99,2.31,0,0.4515,0,0,0,2,3,3,0,0,1,1,0
Tue Apr 13 2021,0,0,0,0,0,1,0,4,0,4,0,0,0,2,6.705,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
Wed Apr 14 2021,0,0,58.14,1014,110,2,5,22,19.09,1604,183,23316,402,1168,9.49,0,0,0,0.46549999999999997,0,0,0,0,4,4,0,0,0,0,0
Thu Apr 15 2021,0,0,53.34,829,101,1,1,20,8.44,1544,78,24481,459,1103,2.295,2.495,2.31,6,0.413,0,0,0,1,1,1,0,0,1,1,0
Fri Apr 16 2021,0,0,55.1,898,122,1,1,18,10.9,1612,94,28102,511,1102,4.925,2.495,2.19,3,0.525,0,0,0,1,2,2,0,0,1,1,0
Sat Apr 17 2021,0,0,65.94,841,132,0,1,27,16.84,1878,244,27234,413,1369,0,2.495,28.14,10,0.5670000000000001,0,0,0,1,0,0,0,0,12,12,0
Sun Apr 18 2021,0,0,67.65,998,86,0,2,17,16.85,1776,169,24894,368,1189,2.86,0,14.965,1,0.39899999999999997,0,0,0,0,1,1,0,0,7,7,0
Mon Apr 19 2021,0,0,64.34,1129,117,0,4,14,10.34,1567,84,28826,448,1133,9.94,0,10.48,0,0.623,0,0,0,0,4,4,0,0,5,5,0
Tue Apr 20 2021,0,0,57.5,858,99,0,0,16,9.9,1586,106,25761,448,1095,14.675,7.485,0,1,0.742,0,0,0,3,6,6,0,0,0,0,0
Wed Apr 21 2021,0,0,63.82,629,98,0,6,19,5.48,1664,93,26676,418,1183,9.345,2.495,0,1,0.42,0,0,0,1,4,4,0,0,0,0,0
Thu Apr 22 2021,0,0,57.62,991,91,2,4,18,6.16,1626,112,28465,493,1169,4.76,0,16.79,2.5,0.7,0,0,0,0,2,2,0,0,7,7,0
Fri Apr 23 2021,0,0,58.14,1492,314,4,3,523,22.44,1992,240,27789,479,1264,9.315,2.495,0,0,0.7245,0,0,0,1,4,4,0,0,0,0,0
Sat Apr 24 2021,0,0,65.17,1504,129,8,4,34,7.59,2200,206,34409,528,1569,29.19,2.495,2.235,1,0.7175,0,0,0,1,12,12,0,0,1,1,0
Sun Apr 25 2021,0,0,51.22,813,87,0,1,12,0.37,1581,75,23664,462,1102,15.645,4.99,0,1,0.616,0,0,0,2,7,7,0,0,0,0,0
Mon Apr 26 2021,0,0,60.52,1819,138,0,5,21,6.77,1836,97,36798,608,1284,7.195,4.99,4.62,0.1,0.4865,0,0,0,2,3,3,0,0,2,2,0
Tue Apr 27 2021,0,0,69.6,1117,190,5,4,96,7.79,1993,105,40092,576,1354,21.935,2.495,2.665,0,0.777,0,0,0,1,9,9,0,0,1,1,0
Wed Apr 28 2021,0,0,54.73,815,83,3,4,14,9.94,1388,75,21839,399,1011,6.779999999999999,2.495,0,0,0.4585,0,0,0,1,2,1,1,0,0,0,0
Thu Apr 29 2021,0,0,62.88,714,116,10,3,21,6.2,1925,86,32699,519,1302,5.005,7.485,0,2,0.693,0,0,0,3,2,2,0,0,0,0,0
Fri Apr 30 2021,0,0,54.96,1142,113,3,6,14,4.56,1515,89,25885,471,1060,7.72,2.495,27.495,0,0.5495,0,0,0,1,3,3,0,0,10,10,0
Sat May 01 2021,0,0,75.87,1175,135,5,5,36,13.76,2122,190,33916,448,1508,26.245,7.485,0,0,0.483,0,0,0,3,7,6,0,1,0,0,0
Sun May 02 2021,0,0,75.31,1907,154,18,3,26,13.28,2134,182,42703,566,1471,9.675,4.99,0,3.5,0.4725,0,0,0,2,4,4,0,0,0,0,0
Mon May 03 2021,0,0,80.78,1357,315,1,2,627,9.3,2073,304,39261,486,1488,7.205,17.465,41.705000000000005,0.01,0.6335000000000001,0,0,0,7,3,3,0,0,17,16,1
Tue May 04 2021,0,0,59.6,901,201,0,3,10,11.15,1678,115,28072,471,1265,4.775,0,0,0,0.483,0,0,0,0,2,2,0,0,0,0,0
Wed May 05 2021,0,0,58.08,854,103,1,6,25,26.75,1606,217,24975,430,1154,4.995,2.495,0,1.5,0.63,0,0,0,1,2,2,0,0,0,0,0
Thu May 06 2021,0,0,72.68,1146,150,2,7,35,12.93,2149,201,35104,483,1548,7.255,7.485,0,0,0.8855,0,0,0,3,3,3,0,0,0,0,0
Fri May 07 2021,0,0,56.59,1453,123,6,1,34,10.25,2041,77,30728,543,1404,19.505,4.99,2.385,0,0.9765,0,0,0,2,8,8,0,0,1,1,0
Sat May 08 2021,0,0,67.74,862,111,1,4,25,3.89,2026,138,28113,415,1480,9.595,0,18.48,1.2,0.7525,0,0,0,0,4,4,0,0,8,8,0
Sun May 09 2021,0,0,69.28,1779,146,1,3,33,10.69,1989,159,31455,454,1451,9.28,2.495,0,1,1.064,0,0,0,1,4,4,0,0,0,0,0
Mon May 10 2021,0,0,74.02,919,122,0,6,20,8.83,2049,164,31015,419,1400,2.395,9.98,40.385,0.38,0.77,0,0,0,4,1,1,0,0,17,17,0
Tue May 11 2021,0,0,62.65,1098,98,1,8,16,8.5,1626,78,29009,462,1184,4.705,4.99,4.195,1.1,0.6859999999999999,0,0,0,2,2,2,0,0,2,2,0
Wed May 12 2021,0,0,71.32,1400,113,0,10,19,9.67,1951,102,32095,450,1353,9.135,4.99,14.405,1,0.7315,0,0,0,2,4,4,0,0,6,6,0
Thu May 13 2021,0,0,68.99,786,100,3,1,8,17.32,1876,94,27939,405,1313,6.535,4.99,0,0.01,0.9415,0,0,0,2,3,3,0,0,0,0,0
Fri May 14 2021,0,0,64.75,1097,126,1,1,16,3.04,2586,97,31405,484,1467,7.175,4.99,2.23,0.01,0.826,0,0,0,2,3,3,0,0,1,1,0
Sat May 15 2021,0,0,71.68,1221,137,2,2,45,6.29,2901,99,36200,506,1835,7.27,0,12.18,2,0.9940000000000001,0,0,0,0,3,3,0,0,5,5,0
Sun May 16 2021,0,0,73.27,1626,146,1,1,41,17.77,2142,141,32386,442,1546,9.395,2.495,4.19,1,1.183,0,0,0,1,4,4,0,0,2,2,0
Mon May 17 2021,0,0,83.71,919,136,4,3,27,9.61,2376,198,36497,435,1779,7.01,2.495,7,0,1.0255,0,0,0,1,3,3,0,0,3,3,0
Tue May 18 2021,0,0,60.19,657,91,9,3,14,10.88,1464,85,18778,312,1112,4.54,4.99,0,0,0.462,0,0,0,2,2,2,0,0,0,0,0
Wed May 19 2021,0,0,56.52,1131,110,0,5,24,8.31,1902,87,25150,445,1402,18.865,7.485,2.305,1,0.7909999999999999,0,0,0,3,8,8,0,0,1,1,0
Thu May 20 2021,0,0,66.18,914,106,0,2,19,10.37,1976,153,30246,459,1431,14.76,3.63,4.405,0,0.868,0,0,0,2,6,6,0,0,2,2,0
Fri May 21 2021,0,0,79.12,1547,160,0,7,35,18.6,2704,271,41537,526,1933,9.32,2.495,0,0,1.1795,0,0,0,1,4,4,0,0,0,0,0
Sat May 22 2021,0,0,91.69,1244,142,3,3,37,21.59,2624,261,36124,395,1946,4.755,0,2.095,3,1.155,0,0,0,0,2,2,0,0,1,1,0
Sun May 23 2021,0,0,70.1,1278,129,1,3,17,11.58,2182,203,33296,474,1548,9.29,0,0,0,0.9415,0,0,0,0,4,4,0,0,0,0,0
Mon May 24 2021,0,0,89.75,987,164,1,4,32,17.68,2278,370,36260,404,1699,24.395,4.99,21.345,0,0.917,0,0,0,2,10,10,0,0,9,9,0
Tue May 25 2021,0,0,68.49,1163,119,0,3,15,1.08,1850,102,27806,406,1324,14.575,4.99,0,0.3,0.7490000000000001,0,0,0,2,7,7,0,0,0,0,0
Wed May 26 2021,0,0,74.39,1176,113,3,3,21,4.15,1905,107,29534,398,1356,4.815,0,16.855,9.8,0.8190000000000001,0,0,0,0,2,2,0,0,7,7,0
Thu May 27 2021,0,0,71.32,942,127,6,0,32,13.11,2293,199,32166,451,1612,12.795,2.495,0,0.32,0.8785,0,0,0,1,5,5,0,0,0,0,0
Fri May 28 2021,0,0,72.21,1537,167,0,9,31,16.69,2620,163,40002,554,1817,11.28,4.99,12.12,2.1,1.099,0,0,0,2,4,3,1,0,5,5,0
Sat May 29 2021,0,0,74.88,945,110,0,1,28,9.55,2068,119,29053,389,1510,4.565,0,2.375,2.29,0.721,0,0,0,0,2,2,0,0,1,1,0
Sun May 30 2021,0,0,49.4,1248,106,1,6,16,0.71,1721,75,21243,430,1181,18.595,2.495,0,0.06,0.47950000000000004,0,0,0,1,6,5,1,0,0,0,0
Mon May 31 2021,0,0,37.97,198,37,0,0,5,4.62,630,71,6949,182,482,0,0,0,10,0.252,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 01 2021,0,0,55.17,1038,122,5,3,22,10.43,2104,94,24549,445,1418,19.490000000000002,4.99,11.875,3.35,0.875,0,0,0,2,4,3,0,1,5,5,0
Wed Jun 02 2021,0,0,51.84,1570,112,11,2,15,11.97,2668,79,22759,439,1351,9.73,2.495,2.31,0.07,0.8434999999999999,0,0,0,1,4,4,0,0,1,1,0
Thu Jun 03 2021,0,0,77.58,1617,184,1,3,30,27.66,2991,301,33982,437,1650,18.73,9.98,14.235,14.05,1.0325,0,0,0,4,8,8,0,0,6,6,0
Fri Jun 04 2021,0,0,73.64,1328,124,6,1,25,17.38,2276,169,35052,477,1589,4.78,4.99,0,1.02,0.7490000000000001,0,0,0,2,2,2,0,0,0,0,0
Sat Jun 05 2021,0,0,59.33,942,101,14,11,24,8.45,2496,103,23730,399,1423,9.87,2.495,2.25,0.14,0.6965,0,0,0,1,4,4,0,0,1,1,0
Sun Jun 06 2021,0,0,33.68,423,57,2,0,9,0.6,955,53,7444,221,698,5.39,4.99,0,15.01,0.24850000000000003,0,0,0,2,3,3,0,0,0,0,0
Mon Jun 07 2021,0,0,67.79,951,106,0,2,18,8.64,2499,93,26100,385,1303,19.385,0,0,0.01,0.7245,0,0,0,0,8,8,0,0,0,0,0
Tue Jun 08 2021,0,0,60.33,751,78,1,2,16,15.41,1571,96,14902,247,849,4.755,4.99,16.685,2.48,0.434,0,0,0,2,2,2,0,0,7,7,0
Wed Jun 09 2021,0,0,0,0,0,0,0,1,0,3,0,0,0,3,6.745,0,0,0,0.0175,0,0,0,0,3,3,0,0,0,0,0
Thu Jun 10 2021,0,0,63.35,933,126,0,3,13,11.79,1796,123,26102,412,1278,7.06,4.99,0,51.03,0.8855,0,0,0,2,3,3,0,0,0,0,0
Fri Jun 11 2021,0,0,47.3,1531,116,4,2,13,2.92,1489,71,20908,441,1055,7.075,2.495,9.39,10.09,0.7140000000000001,0,0,0,1,3,3,0,0,4,4,0
Sat Jun 12 2021,0,0,63.65,950,107,0,1,20,15.28,1887,164,28070,441,1308,9.14,2.495,2.315,0.1,0.8855,0,0,0,1,4,4,0,0,1,1,0
Sun Jun 13 2021,0,0,61.45,647,98,5,4,18,14.91,1885,157,25870,421,1353,4.6,2.495,2.235,0.03,0.8575,0,0,0,1,2,2,0,0,1,1,0
Mon Jun 14 2021,0,0,62.52,1020,109,3,2,15,5.41,1843,91,24883,399,1352,4.525,2.495,0,0.11,0.8190000000000001,0,0,0,1,2,2,0,0,0,0,0
Tue Jun 15 2021,0,0,50.8,918,95,0,3,11,6.61,1469,108,18187,358,1030,9.395,2.495,2.24,1,0.7559999999999999,0,0,0,1,4,4,0,0,1,1,0
Wed Jun 16 2021,0,0,51.42,637,74,1,4,15,11.91,1387,75,20104,390,1034,7.295,7.485,0,5,0.6895,0,0,0,3,3,3,0,0,0,0,0
Thu Jun 17 2021,0,0,0,1,1,3,0,1,0,3,0,0,0,2,4.795,0,0,0,0.006999999999999999,0,0,0,0,2,2,0,0,0,0,0
Fri Jun 18 2021,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.305,0,0,1,0.0665,0,0,0,0,1,1,0,0,0,0,0
Sat Jun 19 2021,0,0,0,0,0,2,0,1,0,2,0,0,0,2,9.44,0,0,0,0.0805,0,0,0,0,4,4,0,0,0,0,0
Sun Jun 20 2021,0,0,55.47,604,93,0,16,19,1.88,1624,84,22186,401,1178,14.68,2.495,4.62,0,0.777,0,0,0,1,6,6,0,0,2,2,0
Mon Jun 21 2021,0,0,57.8,1111,112,1,7,18,16.69,1596,126,22138,383,1194,4.775,4.99,0,1,0.903,0,0,0,2,2,2,0,0,0,0,0
Tue Jun 22 2021,0,0,47.37,539,79,0,4,10,4.95,1301,66,17479,368,931,9.67,2.495,0,0.15,0.679,0,0,0,1,4,4,0,0,0,0,0
Wed Jun 23 2021,0,0,45.92,649,64,0,0,9,8.44,1314,64,15796,343,840,11.585,2.495,0,0,0.5635,0,0,0,1,5,5,0,0,0,0,0
Thu Jun 24 2021,0,0,66.99,503,82,0,3,17,30.6,2009,345,20768,310,1192,21.85,2.495,0,1,0.6125,0,0,0,1,9,9,0,0,0,0,0
Fri Jun 25 2021,0,0,49,726,93,0,1,25,11.91,1855,93,26460,536,1339,4.85,0,0,51,1.064,0,0,0,0,3,3,0,0,0,0,0
Sat Jun 26 2021,0,0,41.2,464,70,7,1,16,0.21,1632,55,17715,429,1084,6.98,2.495,28.145,1,0.805,0,0,0,1,3,3,0,0,12,12,0
Sun Jun 27 2021,0,0,42.36,749,103,3,5,4,3.54,1468,83,10591,249,780,14.31,4.99,26.45,13,0.5635,0,0,0,2,6,6,0,0,11,11,0
Mon Jun 28 2021,0,0,53.24,768,114,1,2,10,3.03,2392,89,23745,446,1179,11.64,2.495,2.205,0,0.945,0,0,0,1,4,3,1,0,1,1,0
Tue Jun 29 2021,0,0,49.18,565,73,1,3,6,7.45,1277,71,17950,365,914,4.695,2.495,2.2,0,0.735,0,0,0,1,2,2,0,0,1,1,0
Wed Jun 30 2021,0,0,44.15,485,71,0,2,14,7.44,1113,63,14085,319,851,10.285,0,0,1,0.6965,0,0,0,0,4,4,0,0,0,0,0
Thu Jul 01 2021,0,0,45.22,532,64,3,2,9,8.81,995,63,14200,315,753,29.375,2.495,0,0,0.46549999999999997,0,0,0,1,7,5,1,1,0,0,0
Fri Jul 02 2021,0,0,46.17,1024,87,5,5,16,17.85,1580,178,21609,468,1190,9.655,4.99,0,0.1,0.8190000000000001,0,0,0,2,4,4,0,0,0,0,0
Sat Jul 03 2021,0,0,58.88,671,85,0,3,11,22.29,1468,256,23374,398,1118,14.325,2.495,24.43,1,0.7490000000000001,0,0,0,1,6,6,0,0,10,10,0
Sun Jul 04 2021,0,0,41.31,856,87,2,1,6,6.94,2035,67,18259,442,1197,4.78,4.99,0,5,0.7175,0,0,0,2,2,2,0,0,0,0,0
Mon Jul 05 2021,0,0,48.03,438,79,3,1,14,2.51,1324,80,19740,412,1013,9.705,3.635,6.935,0,0.539,0,0,0,2,4,4,0,0,3,3,0
Tue Jul 06 2021,0,0,50.57,670,84,3,1,10,12.09,1969,81,22654,448,1155,5.02,7.485,2.1,4,0.882,0,0,0,3,2,2,0,0,1,1,0
Wed Jul 07 2021,0,0,56.13,1168,99,1,6,27,7.84,1525,137,21722,386,957,18.475,2.495,2.185,0,0.56,0,0,0,1,8,8,0,0,1,1,0
Thu Jul 08 2021,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.38,2.495,2.245,0,0,0,0,0,1,1,1,0,0,1,1,0
Fri Jul 09 2021,0,0,44.23,1029,93,0,3,12,2.41,1659,75,19640,444,1082,6.615,9.98,6.815,3.69,0.7140000000000001,0,0,0,4,3,3,0,0,3,3,0
Sat Jul 10 2021,0,0,60.89,609,103,1,1,21,19.17,1986,194,25332,416,1484,7.06,2.96,11.395,1,0.777,0,0,0,2,3,3,0,0,5,5,0
Sun Jul 11 2021,0,0,54.87,711,80,3,2,12,10.1,2066,143,22880,417,1253,4.785,0,0,0,0.903,0,0,0,0,2,2,0,0,0,0,0
Mon Jul 12 2021,0,0,52.32,406,72,24,2,18,21.48,1820,236,18104,346,1088,9.035,4.99,2.195,0,0.6825,0,0,0,2,4,4,0,0,1,1,0
Tue Jul 13 2021,0,0,49.11,530,71,4,0,13,8.23,1497,78,21168,430,1133,4.54,0,0,5,0.6895,0,0,0,0,2,2,0,0,0,0,0
Wed Jul 14 2021,0,0,53.02,298,47,0,0,11,1.85,668,74,8907,168,530,4.45,2.495,0,2,0,0,0,0,1,2,2,0,0,0,0,0